ClassName,SubdomainName,Version,Notes
StudyCondition,Protocol Representation Sub-Domain,5.2,"DEFINITION: A condition that is a focus of the study. EXAMPLE(S): Acute pain syndrome; Advanced Adenocarcinoma of the Colon and Rectum; Hot Flashes OTHER NAME(S): NOTE(S):"
StudyLegalSponsor,Protocol Representation Sub-Domain,5.2,"DEFINITION: A sponsor that initiates the investigation and is legally responsible for the study. EXAMPLE(S): Government Agency examples: National Cancer Institute (NCI) National Institutes of Health (NIH) National Cancer Research Institute (NCRI) Private industry examples: pharmaceutical companies OTHER NAME(S): NOTE(S):"
StudyObjective,Protocol Representation Sub-Domain,5.2,"DEFINITION: A goal that the study is aiming to achieve in terms of a scientific question to be answered by the analysis of data collected during the study. EXAMPLE(S): To extend the life of study participants by at least 3 years. To determine efficacy of Drug X dose 1 dose 2 and dose 3 as measured by the percentage of subjects experiencing headache relief. To compare overall survival in subjects with [type of cancer] who have received [prior treatment] and who are randomized to treatment with either Combination A+B or single-agent B. To select a Drug X dose for further evaluation based on comparison of the short-term antiviral activity safety and tolerability of different oral doses of Drug X in combination with Drug Y in HIV-1 infected therapy-naïve subjects. To compare the proportion of subjects developing a rash in subjects administered dermatological precautions (DP) versus subjects administered usual care precautions (UC) during 12 weeks of treatment of Drug X in [disease description] subjects. To obtain exploratory descriptive information on the relationship of tobacco use alcohol use and dietary patterns on toxicity and outcomes in males and females. OTHER NAME(S): NOTE(S): StudyProtocolVersion.purposeStatement StudyProtocolVersion.primaryPurposeTypeCode and StudyObjective may sound similar in meaning but are distinct concepts in BRIDG. StudyProtocolVersion.purposeStatement which is an broad explanation of why a study is being conducted (e.g. determine efficacy of a drug or procedure) differs from StudyProtocolVersion.primaryPurposeTypeCode which is a classification of the purpose or intent of the study (e.g. Prevention Treatment Quality of Life) and that differs from StudyObjective which describes in a specific and measurable way what the study hopes to accomplish (e.g. extend life of subjects at least 3 years reduce frequency of symptoms)."
StudyOutcomeMeasure,Protocol Representation Sub-Domain,5.2,"DEFINITION: Specific key measurement(s) or observation(s) used to measure the effect of experimental variables on the subjects in a study or for observational studies to describe patterns of diseases or traits or associations with exposures risk factors or treatment. The specific measure that receives the most emphasis in assessment that would most specifically answer the hypothesis proposed by the study design. EXAMPLE(S): Time to Local Recurrence (TLR) Disease-free Survival (DFS) Survival. OTHER NAME(S): NOTE(S):"
StudyProtocol,Protocol Representation Sub-Domain,5.2,"DEFINITION: A discrete structured plan (that persists over time) for a study to assess the utility impact pharmacological physiological and/or psychological effects of a particular treatment procedure drug device biologic food product cosmetic care plan or subject characteristic. EXAMPLE(S): ClinicalTrials.gov study NCT01632332 Vaccine Therapy in Treating Patients With Previously Treated Stage II-III HER2-Positive Breast Cancer. The study protocol includes the elements identified in the NOTE(S) section. OTHER NAME(S): NOTE(S): The term protocol is somewhat overloaded and must be qualified to provide semantic context. Therefore the term study protocol was chosen to disambiguate it from other protocols. The notion of a study protocol includes (but is not limited to) the design statistical considerations activities to test a particular hypothesis or answer a particular question that is the basis of the study characteristics specifications objective(s) background pre-study/study/post-study portions of the plan (including the design methodology statistical considerations organization). The study protocol may be of any type that involves subjects including prevention therapeutic interventional or observational. Subjects involved in the study protocol may be biological entities (human animal specimen tissue organ etc.) or products. The study protocol can be in document form which can be related to other supporting documents including (but not limited to) informed consent documents case report forms (CRFs) regulatory and approval documentation correlative studies etc. (via the inherited association to DocumentVersionRelationship). That said it is important to understand that since virtually any change in a study protocol can have significant ramifications in the life cycle of a study all characteristics (attributes and associations) of a study protocol are captured in the StudyProtocolVersion class. So in fact the complete notion of a study protocol is represented in BRIDG by the classes StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion and all their associations. - The StudyProtocol class represents the content of the study protocol which includes characteristics and plan of the study which can be distilled into or abstracted from a version of the study protocol document and can exist even before the information is put into document form. - The StudyProtocolVersion class represents the details of the study protocol that may change over time. - The StudyProtocolDocument class represents the document form of the study protocol and is a grouping of the various study protocol document versions. - The StudyProtocolDocumentVersion class represents the document form of the study protocol version and is the details of the study protocol document that may change over time. "
StudyProtocolDocument,Protocol Representation Sub-Domain,5.2,"DEFINITION: A document that describes a study protocol. EXAMPLE(S): OTHER NAME(S): NOTE(S): A study protocol document is one component of the overall concept of a study protocol. The complete notion of the study protocol is represented in BRIDG by the classes StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion and all their associations. - The StudyProtocol class represents the content of the study protocol which includes characteristics and plan of the study which can be distilled into or abstracted from a version of the study protocol document and can exist even before the information is put into document form. - The StudyProtocolVersion class represents the details of the study protocol that may change over time. - The StudyProtocolDocument class represents the document form of the study protocol and is a grouping of the various study protocol document versions. - The StudyProtocolDocumentVersion class represents the document form of the study protocol version and is the details of the study protocol document that may change over time."
StudyProtocolDocumentVersion,Protocol Representation Sub-Domain,5.2,"DEFINITION: A variant or snapshot of the study protocol document at a particular point in time. EXAMPLE(S): Version 3 of a breast cancer protocol document. OTHER NAME(S): Amendment NOTE(S): A study protocol document version is one component of the overall concept of a study protocol. The complete notion of the study protocol is represented in BRIDG by the classes StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion and all their associations. - The StudyProtocol class represents the content of the study protocol which includes characteristics and plan of the study which can be distilled into or abstracted from a version of the study protocol document and can exist even before the information is put into document form. - The StudyProtocolVersion class represents the details of the study protocol that may change over time. - The StudyProtocolDocument class represents the document form of the study protocol and is a grouping of the various study protocol document versions. - The StudyProtocolDocumentVersion class represents the document form of the study protocol version and is the details of the study protocol document that may change over time. The term Amendment needs to be disambiguated since it sometimes refers to the amended version of the protocol (StudyProtocolDocumentVersion) and other times refers to the summary of changes (AmendmentChangeSummaryVersion). "
StudyProtocolDocumentVersionPublicTitle,Protocol Representation Sub-Domain,5.2,"DEFINITION: The title of the document intended for the general population. EXAMPLE(S): The official title for E-3108 is A Phase II Prospective Trial Correlating Progression Free Survival With CYP2D6 Activity in Patients With Metastatic Breast Cancer Treated With Single Agent Tamoxifen and the public title is Tamoxifen Citrate in Treating Patients With Metastatic or Recurrent Breast Cancer for the August 2013 Version. OTHER NAME(S): NOTE(S):"
StudyProtocolVersion,Protocol Representation Sub-Domain,5.2,"DEFINITION: A variant or snapshot of the study protocol at a particular point in time. EXAMPLE(S): OTHER NAME(S): NOTE(S): A change in virtually any aspect of a study protocol can trigger the creation of a new study protocol version. The kinds of changes that can trigger creation of a new study protocol version include (but are not limited to) changes to the design statistical considerations activities to test a particular hypothesis or answer a particular question that is the basis of the study characteristics specifications objective(s) background pre-study/study/post-study portions of the plan (including the design methodology statistical considerations organization) supporting documents such as informed consent documents case report forms (CRFs) regulatory and approval documentation correlative studies etc. The complete notion of the study protocol is represented in BRIDG by the classes StudyProtocol StudyProtocolVersion StudyProtocolDocument StudyProtocolDocumentVersion and all their associations. - The StudyProtocol class represents the content of the study protocol which includes characteristics and plan of the study which can be distilled into or abstracted from a version of the study protocol document and can exist even before the information is put into document form. - The StudyProtocolVersion class represents the details of the study protocol that may change over time. - The StudyProtocolDocument class represents the document form of the study protocol and is a grouping of the various study protocol document versions. - The StudyProtocolDocumentVersion class represents the document form of the study protocol version and is the details of the study protocol document that may change over time. "
StudyReference,Protocol Representation Sub-Domain,5.2,"DEFINITION: A citation to a publication related to the protocol's background. EXAMPLE(S): Bauman G.S. et al. (2000). Allelic loss of chromosome 1p and radiotherapy plus chemotherapy in patients with oligodendrogliomas. Int J Rad Oncol Biol Phys 48:825-30. OTHER NAME(S): NOTE(S): CT.gov instruction say to provide either the unique PubMed Identifier (PMID) of an article or enter the full bibliographic citation. "
RegulatoryApplication,Regulatory Sub-Domain,5.2,"DEFINITION: A collection of submissions that are grouped together for regulatory purposes and are usually specific to a particular device food or feed additive or biopharmaceutical substance. EXAMPLE(S): The marketing application for a drug product can generate multiple regulatory decisions. The first decision may support the initial marketing approval of the product for a specific indication. Subsequent regulatory decisions may approve or deny additional indications for the drug product. The application thus contains multiple submissions each with their own regulatory action. OTHER NAME(S): NOTE(S): Over time an application will typically consist of multiple submissions and regulatory assessments."
RegulatoryApplicationSponsor,Regulatory Sub-Domain,5.2,"DEFINITION: An organization or person that assumes responsibility for producing and submitting documentation to a regulatory authority to seek approval for testing marketing and the continuation of marketing of new drugs or devices. EXAMPLE(S): pharmaceutical company OTHER NAME(S): NOTE(S):"
RegulatoryAssessment,Regulatory Sub-Domain,5.2,"DEFINITION: An evaluation of a submission by a regulatory body. EXAMPLE(S): The FDA evaluates a submission for a new drug or device. OTHER NAME(S): NOTE(S):"
RegulatoryAuthority,Regulatory Sub-Domain,5.2,"DEFINITION: Governmental bodies that have the power to pass and enforce laws. EXAMPLE(S): Medicines and Healthcare Products Regulatory Agency (MHRA) in the UK Food and Drug Administration (FDA) in the USA OTHER NAME(S): NOTE(S):"
RelevantRegulation,Regulatory Sub-Domain,5.2,"DEFINITION: Specifies the jurisdictional law that may be applicable for registering the study to a clinical trial registry. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
ReviewableUnit,Regulatory Sub-Domain,5.2,"DEFINITION: A discrete portion of a submission which is used to receive agreement. Once agreement is reached on all units within the submission the submission can then be approved. EXAMPLE(S): In a Modular pre-marketing application (PMA) several modules will be sent to the Food and Drug Administration (FDA). Each module will be agreed upon independently of other modules. The FDA then approves the submission based on compilation of all of the modules. These modules are reviewable units. A veterinary medicine New Animal Drug Application (NADA) (marketing application) is constructed from the Investigational New Animal Drug Application (INADA). In the INADA process the sponsor creates reviewable units. These reviewable units are then compiled to be used as documentation for the marketing application. OTHER NAME(S): NOTE(S):"
Submission,Regulatory Sub-Domain,5.2,"DEFINITION: A compilation of the contents of one or more submission units that supports a specific regulatory purpose or decision. EXAMPLE(S): A request for approval to either market a product or to allow the applicant to start testing of a proposed product. OTHER NAME(S): NOTE(S): In most cases the compilation of the submission units is used to assess a product's quality safety and effectiveness. Submissions are always associated with some regulatory action (or inaction). Each submission contains their own regulatory action. Submissions (e.g. initial marketing application supplemental marketing application) would generally be comprised of multiple submissions units. Most typically the submission will be used to organize information based on a review clock. Receipt date from the regulatory authority is important for a submission. "
SubmissionUnit,Regulatory Sub-Domain,5.2,"DEFINITION: The collection of documents provided to the regulatory authority at one time. EXAMPLE(S): OTHER NAME(S): NOTE(S): A submission unit is made up of one to many document versions. Properly defined the submission unit concept enables companies to create new submission units from any combination of new and previously submitted document versions. In the dynamic aspects of the model a submission unit is one message that may have a collection of many document versions. There are rules for how submission units are evaluated are described in a state diagram and the receipt date of the submission unit starts the clock for the review of the contents of the submission unit."
DataMonitoringCommitteeCharterVersion,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A key document that together with the study protocol and Statistical Analysis Plan (SAP) prospectively defines the study's Data Monitoring Committee (DMC) infrastructure and in particular the DMC's responsibilities; stipulates who sees blinded results and who sees unblinded results; and establishes a method for communication between the DMC and the sponsor. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
GeneralStatisticalConsideration,Statistical Analysis Sub-Domain,5.2,"DEFINITION: Information needed for conducting multiple analyses. EXAMPLE(S): Centers within a region with fewer than 3 subjects will be grouped into a pooled center for the region. OTHER NAME(S): NOTE(S):"
IntegratedStatisticalAnalysisPlan,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A type of statistical analysis plan that is intended to draw conclusions across multiple studies. EXAMPLE(S): Plan for integrated analysis of safety data in support of the Integrated Summary of Safety (ISS). Plan for integrated analysis of efficacy data in support of the Integrated Summary of Effectiveness (ISE). Plan for multi-study analysis to be presented in a manuscript. Plan for a meta-analysis of literature studies. OTHER NAME(S): NOTE(S):"
PrincipalStatisticalAnalysisPlanVersion,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A type of statistical analysis plan that is the main comprehensive pre-specified collection of analyses that support the Clinical Study Report (CSR) or other similar study report. EXAMPLE(S): OTHER NAME(S): NOTE(S): Analyses that arise after PrincipalStatisticalAnalysisPlanVersion finalization but during preparation of the clinical study report are handled by SupplementalStatisticalAnalysisPlanVersion."
SampleSizeConsideration,Statistical Analysis Sub-Domain,5.2,"DEFINITION: Information needed for computing the sample size including any detail not provided in the study protocol. EXAMPLE(S): Approximately 100 patients will be randomized to each of the 3 treatment groups. Previous experience with the oral formulation of xanomeline suggests that this sample size has 90% power to detect a 3.0 mean treatment difference in ADAS-Cog (p&lt;.05 two-sided) based on a standard deviation of 6.5. Furthermore this sample size has 80% power to detect a 0.36 mean treatment difference in CIBIC+ (p&lt;.05 two-sided) based on a standard deviation of 0.9. OTHER NAME(S): NOTE(S): InterventionalStudyProtocolVersion.interventionGroupQuantity Arm.targetAccrualNumberRange and StudyProtocolVersion.targetAccrualNumberRange are all related to parts of the SampleSizeConsideration that are not yet fully modeled here."
StatisticalAnalysisPlan,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A plan that encompasses all aspects of statistical activity for a study including any statistical statements made prior to or at protocol finalization. The Statistical Analysis Plan includes a more technical and detailed elaboration than described in the protocol of the principal features of the analyses and detailed procedures for executing the statistical analyses of the primary and secondary variables and other data. EXAMPLE(S): OTHER NAME(S): NOTE(S): The statistical analysis plan evolves during the course of the study."
StatisticalAnalysisPlanDocumentVersion,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A representation conceptually a document that is created to convey the statistical analysis plan version structured content to human beings. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StatisticalAnalysisPlanVersion,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A point-in-time snapshot of a statistical analysis plan. EXAMPLE(S): OTHER NAME(S): NOTE(S): The statistical analysis plan evolves during the course of the study and accordingly the snapshot may address a different issue at varying levels of detail relative to the final plan."
StatisticalAnalysisPlanVersionModificationSummary,Statistical Analysis Sub-Domain,5.2,"DEFINITION: Information about all changes made between the current and previous version of the statistical analysis plan. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StatisticalAnalysisPlanVersionStatus,Statistical Analysis Sub-Domain,5.2,"DEFINITION: Describes the state of the statistical analysis plan version. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
StudySpecificStatisticalAnalysisPlan,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A type of statistical analysis plan that is intended to draw conclusions from only one study. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
SupplementalStatisticalAnalysisPlanVersion,Statistical Analysis Sub-Domain,5.2,"DEFINITION: A type of statistical analysis plan version that provides specification for additional analyses not included as part of the principal statistical analysis plan version. EXAMPLE(S): Additional analyses during clinical study report preparation Response to regulatory request Hypothesis generation Pre-specified PK analysis plan Analysis plan for sub-study or study addendum OTHER NAME(S): NOTE(S):"
AssessedActivityRelationship,Study Conduct Sub-Domain,5.2,"DEFINITION: Specifies the link between an assessment (performed observation) and the performed activity that the assessment is based on. EXAMPLE(S): The act of determining if graft failure occurred involves assessing a stem cell transplant. OTHER NAME(S): NOTE(S):"
AssessedResultRelationship,Study Conduct Sub-Domain,5.2,"DEFINITION: Specifies the link between an assessment (performed observation) and the results of other performed observations that the assessment is based on. EXAMPLE(S): The acts of determining whether an adverse event occurred determining a diagnosis or determining a cause of death may each be based on evaluating several test results (PerformedObservation). A molecular sequence annotation (PerformedObservationResult) may be assessed in an observation activity in an experiment. OTHER NAME(S): NOTE(S):"
Funding,Study Conduct Sub-Domain,5.2,"DEFINITION: Fiscal support for research from industry government or non-commercial non-governmental organizations. EXAMPLE(S): Funding from pharmaceutical device or biotechnology companies the US NIH or the Gates Foundation. OTHER NAME(S): NOTE(S):"
GovernmentFunding,Study Conduct Sub-Domain,5.2,"DEFINITION: Fiscal support from governmental organizations. EXAMPLE(S): United States National Institutes of Health (NIH) OTHER NAME(S): NOTE(S):"
Laboratory,Study Conduct Sub-Domain,5.2,"DEFINITION: An organization with the capability and competency to perform scientific research experiments and measurements. EXAMPLE(S): The laboratory that collects the specimen from an experimental unit. The laboratory that actually performed the test or processed a specimen and is the source of the corresponding data. OTHER NAME(S): NOTE(S):"
MaterialResource,Study Conduct Sub-Domain,5.2,"DEFINITION: Physical supplies provided by an individual company institution or organization for the conduct of research. EXAMPLE(S): In kind contributions donations of study drug device etc. OTHER NAME(S): NOTE(S):"
ObservationResultActionTakenRelationship,Study Conduct Sub-Domain,5.2,"DEFINITION: Specifies the link between an observation result and the actions taken as a result of that outcome. EXAMPLE(S): An electrical problem (product investigation result) in a device could result in a recall (product action taken) of the device. An abnormal lab result triggers a follow-up lab test for further investingation. Study dose reduced or protocol treatment change due to an adverse event. OTHER NAME(S): AdverseEventActionTakenRelationship ProductActionTakenRelationship NOTE(S): Action taken relationship is generally used for unplanned activities rather than those already determined in contingent relationships in the planned study design."
PerformedActivity,Study Conduct Sub-Domain,5.2,"DEFINITION: An activity that is successfully or unsuccessfully completed. EXAMPLE(S): CBC performed on a specific StudySubject on a given day. A scheduled blood draw that is missed by a specific ExperimentalUnit on a given day. Generating an Anatomic Pathology Structured Report Taking a history and physical Performing surgery Doing a biopsy Diagnosing a disease Administering a drug Making an entry in a patient diary OTHER NAME(S): NOTE(S):"
PerformedActivityRelationship,Study Conduct Sub-Domain,5.2,"DEFINITION: A reference from an activity to another activity or an external document. EXAMPLE(S): An unplanned substance administration occurs as part of a planned encounter. A planned substance administration occurs as part of an encounter that is different than the one in which it was originally planned. An unplanned encounter contains a number of activities. A reference from an observation to a concerning molecular pathology or genetic testing report OTHER NAME(S): NOTE(S): Using this association to represent composition is particularly relevant when one or both of the activities are not planned as the composition relationship can't be established using the normal PlannedCompositionRelationship or DefinedCompositionRelationship."
PerformedAdministrativeActivity,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action within the context of a given study or experiment that is not directly related to the overarching hypothesis evaluation or testing but is nonetheless essential to the efficient and/or effective coordination and execution of the study or experiment. EXAMPLE(S): assignment to a treatment arm registration to a study start of on-study period end of on-study period obtain informed consent verify eligibility criteria enroll randomize complete study visits exit study break treatment blind protocol violation premature withdrawal etc. OTHER NAME(S): NOTE(S):"
PerformedClinicalInterpretation,Study Conduct Sub-Domain,5.2,"DEFINITION: An assessment which involves determining the meaning of one or more other observation results. EXAMPLE(S): The results of a white blood cell count may be interpreted as constituting a grade 2 toxicity. OTHER NAME(S): NOTE(S):"
PerformedClinicalResult,Study Conduct Sub-Domain,5.2,"DEFINITION: A result of a clinical observation i.e. from an examination test or direct observation performed on the experimental unit. EXAMPLE(S): The performed observation of WBC count would be associated to a clinical result called WBC result in which the results of the observation (7500 WBCs) would be stored. OTHER NAME(S): NOTE(S): There is an association between the observation that has the original data (and the original units) and the observation in which the data elements have been converted into standardized units. If further use case are discovered it may be necessary to move the recursive relationship up to PerformedObservationResult."
PerformedDiagnosis,Study Conduct Sub-Domain,5.2,"DEFINITION: The identification of a disease or illness by examining the signs and symptoms. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedDiagnosisProcedureRelationship,Study Conduct Sub-Domain,5.2,"DEFINITION: Specifies the link between a diagnosis and the procedure performed to address it. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedEligibilityCriterion,Study Conduct Sub-Domain,5.2,"DEFINITION: One of a set of conditions that a study subject must meet in order to participate in a study. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedEncounter,Study Conduct Sub-Domain,5.2,"DEFINITION: Any physical or virtual contact between a patient (or trial subject) and healthcare provider at which an assessment or activity takes place. (from NCIt: Clinical Encounter Code C142427) EXAMPLE(S): A physician visits a patient in a hospital ward to assess his condition. A study subject comes into the hospital for a routine test for the clinical trial she is on. A research nurse calls the parent of a child on a clinical trial to see if any side effects are occurring. OTHER NAME(S): Encounter Visit NOTE(S):"
PerformedExclusionCriterion,Study Conduct Sub-Domain,5.2,"DEFINITION: A characteristic or requirement that disqualifies a subject from participation in a study. EXAMPLE(S): pregnancy OTHER NAME(S): NOTE(S):"
PerformedExperimentalUnitAllocation,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action that is the assignment of an experimental unit to a portion of the study such as an arm or a portion of an arm (when secondary allocations may occur). EXAMPLE(S): Mrs. Smith is assigned to Arm A. OTHER NAME(S): NOTE(S):"
PerformedHistopathologyResult,Study Conduct Sub-Domain,5.2,"DEFINITION: The findings from a microscopic study of characteristic tissue abnormalities by employing various cytochemical and immunocytochemical stains. EXAMPLE(S): HER-2 positive primary breast cancer adenocarcinoma of the colon OTHER NAME(S): NOTE(S):"
PerformedInclusionCriterion,Study Conduct Sub-Domain,5.2,"DEFINITION: A characteristic or requirement that a subject must meet to participate in a study. EXAMPLE(S): Must be over the age of 18 OTHER NAME(S): NOTE(S):"
PerformedLesionDescription,Study Conduct Sub-Domain,5.2,"DEFINITION: A characterization of the extent of any localized or abnormal change in the structure of part of an organ or tissue. EXAMPLE(S): Typically provided as a set of two measurements (two longest perpendicular measurements) and/or volume measurement. OTHER NAME(S): NOTE(S):"
PerformedMaterialProcessStep,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed act of processing a material. EXAMPLE(S): freezing thawing spinning embedding dividing aliquot adding additives or growth factors OTHER NAME(S): product manipulation NOTE(S): Material process may be performed on any kind of material such as a specimen nanomaterial or biologic. The result of the process may a similar or different kind of material for instance a specimen may be the result of a specimen processing step (e.g. aliquot or division of a specimen) or alternatively a blood product has anticoagulants added to it to preserve the product. Other processing steps such as adding growth factor to induce cell growth may be performed on the blood product. Note that PerformedMaterialProcessStep inherits two associations that perhaps should be mutually exclusive - 1) the association between a PerformedProcedure and a Product that it uses and 2) the association between an Activity and an ExperimentalActivityItem that it uses. Question for SMEs: Should this be made a constraint on this class or even on a higher level superclass?"
PerformedMaterialStorage,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of safekeeping harvested material in a depository. EXAMPLE(S): refrigeration cryopreservation dehydration OTHER NAME(S): NOTE(S): There is a difference between the act of changing the state of material which is represented by PerformedMaterialProcessStep and the act of maintaining state of the material by storing it which is represented by PerformedMaterialStorage."
PerformedMedicalConditionResult,Study Conduct Sub-Domain,5.2,"DEFINITION: Any sign symptom disease or other medical occurrence. EXAMPLE(S): death back pain headache pulmonary embolism heart attack pregnancy flu broken bone menstrual period depression OTHER NAME(S): Clinical Events Medical History NOTE(S): This condition may have been recalled by the subject or a caregiver or provided in their medical record."
PerformedMedicalRecordAbstraction,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of extracting relevant healthcare information for a given patient from the document(s) provided by healthcare professionals. EXAMPLE(S): The collection of data for patient #7034 from a participating registry contributing data to the Surveillance Epidemiology and End Results (SEER) Program at the U.S. National Cancer Institute (NCI) OTHER NAME(S): NOTE(S):"
PerformedNotification,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action within the context of a given study that represents the communication of a message to a recipient. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedObservation,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of observing monitoring measuring or otherwise qualitatively or quantitatively gathering data or information about one or more aspects of a subject. EXAMPLE(S): lab test taking vital signs physical exam specimen quality review obtaining DNA sequence genotyping a genetic variant measuring the pH of a solution OTHER NAME(S): NOTE(S):"
PerformedObservationResult,Study Conduct Sub-Domain,5.2,"DEFINITION: The data or finding obtained by observing monitoring measuring or otherwise qualitatively or quantitatively recording one or more aspects of a subject experimental unit system or process. EXAMPLE(S): A blood chemistry result A diagnosis of breast cancer A pregnancy test result A blood pressure measurement Identification of nausea as an adverse event The conclusion of an adverse event outcome assessment The finding from an experiment The data used as input to an experiment Data produced by computation An image annotation The reformatting transformation semantic/syntactic normalization or downloading of data from public resources A cell count Neoplastic cellularity OTHER NAME(S): Data Data Acquisition Result Finding NOTE(S):"
PerformedPatientNote,Study Conduct Sub-Domain,5.2,"DEFINITION: Unstructured Information that was recorded by a provider about a patient in free text notes on a given date. EXAMPLE(S): OTHER NAME(S): NOTE(S):"
PerformedProcedure,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action whose immediate and primary intention is the alteration of the physical or mental condition of the subject study subject or experimental unit. EXAMPLE(S): Procedures may involve the disruption of some body surface (e.g. an incision in a surgical procedure) conservative procedures such as reduction of a luxated joint including physiotherapy such as chiropractic treatment massage balneotherapy acupuncture shiatsu counseling etc. OTHER NAME(S): NOTE(S): The documented use cases from life sciences are limited to procedure and observations. Use cases for other kinds of activities in life sciences are needed to support this relationship at the Activity level. In the next release this relationship will have to be re-assessed. "
PerformedProductTransport,Study Conduct Sub-Domain,5.2,"DEFINITION: A completed action of transporting a product between a point of origin and a point of destination. EXAMPLE(S): Delivery of drugs from the manufacturer to a medical facility. OTHER NAME(S): NOTE(S):"
PerformedProgressCount,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of determining the total number of an item in a project. EXAMPLE(S): The number of subjects that have completed the screening process in a study; the number of study sites that have received their site initiation visit. OTHER NAME(S): NOTE(S):"
PerformedProtocolDeviation,Study Conduct Sub-Domain,5.2,"DEFINITION: A designation of an event as a variation from process or procedures defined in a study protocol. EXAMPLE(S): Study subject not withdrawn as per protocol excluded concomitant medication treatment deviation. OTHER NAME(S): NOTE(S): Deviations usually do not preclude the overall evaluability of subject data for either efficacy or safety."
PerformedSpecimenCollection,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of gathering samples that may be used for subsequent analysis. EXAMPLE(S): blood draw OTHER NAME(S): NOTE(S):"
PerformedStudyAdministrativeActivity,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed study level administrative activity that is independent of a study subject. EXAMPLE(S): IRB Approval site enrollment FDA audit OTHER NAME(S): NOTE(S):"
PerformedStudyAgentTransfer,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action in which an authorized party at a designated study site dispenses or receives a study agent to/from a study subject. EXAMPLE(S): StudySubject receives a bottle of pills. OTHER NAME(S): NOTE(S): Original units can be derived from the translation attribute of the PQ data type on PerformedStudyAgentTransfer.quantity. The term study agent only pertains within the context of a given study. To make this explicit in BRIDG it was determined that the StudyAgent class would only be used to connect Product to StudyProtocolVersion. All activity-related classes would be associated directly to Product to avoid the issues of activities that may cross study boundaries. To determine if a given activity uses a study agent one need only compare the product used in the activity with the list of products associated to StudyAgent for a given StudyProtocolVersion. It should be noted that this determination could be different for different studies and could evolve over the course of a given study."
PerformedStudySubjectMilestone,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action which marks a common administrative landmark for a study subject in the course of a study. EXAMPLE(S): obtain informed consent verify eligibility criteria enroll registration to a study randomize assignment to a treatment arm start of on-study period complete study visits end of on-study period exit study break treatment blind premature withdrawal OTHER NAME(S): NOTE(S):"
PerformedSubjectMilestone,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action which marks a common administrative landmark for a subject in the course of a study. EXAMPLE(S): obtain informed consent verify eligibility criteria enroll registration to a study randomize assignment to a treatment arm start of on-study period complete study visits end of on-study period exit study break treatment blind premature withdrawal assignment to a specimen collection protocol at a collection laboratory OTHER NAME(S): NOTE(S):"
PerformedSubstanceAdministration,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of applying introducing or otherwise giving medications or other substances to the subject or experimental unit. EXAMPLE(S): An experimental unit who receives methotrexate as part of chemotherapy radiation therapy. For a SubstanceAdministration targetAnatomicSiteCode = coronary artery approachAnatomicSiteCode = groin routeOfAdministrationCode = intra-arterial. OTHER NAME(S): NOTE(S):"
PerformedSubstanceExtraction,Study Conduct Sub-Domain,5.2,"DEFINITION: The completed action of extracting something from an associated study subject for the purpose of the extracted product to be administered to a subject. EXAMPLE(S): A donor giving Bone Marrow Stem Cells for a Stem Cell Transplant OTHER NAME(S): NOTE(S): The study subject could be the same for the extraction and the intended administration. This is different than a PerformedSpecimenCollection in that the intent is different: This is a donation."
